GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Sample_growth_protocol_ch1,Sample_treatment_protocol_ch1,Sample_description,BioSample,SRA,cell type,Genome_build,Supplementary_files_format_and_content,chip antibody,antibody,treatment,cell line
GSE130140,ChIPseq_Jurkat_CTCF_GSI3d_rep1,GSM3732761,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732761_JURKAT_GSI_3d_rep1_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732761/suppl/GSM3732761_JURKAT_GSI_3d_rep1_treat.bw,ChIPseq_Jurkat_CTCF_GSI3d_rep1,230930013,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477112,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,"Compound E (CAS 209986-17-4), was applied at a 1 uM concentration every 24 hours for 72 hours",
GSE130140,ChIPseq_Jurkat_CTCF_GSI3d_rep2,GSM3732762,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732762_JURKAT_GSI_3d_rep2_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732762/suppl/GSM3732762_JURKAT_GSI_3d_rep2_sort_peaks.narrowPeak.bed.gz,ChIPseq_Jurkat_CTCF_GSI3d_rep2,140887,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477111,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,"Compound E (CAS 209986-17-4), was applied at a 1 uM concentration every 24 hours for 72 hours",
GSE130140,ChIPseq_Jurkat_CTCF_GSI3d_rep2,GSM3732762,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732762_JURKAT_GSI_3d_rep2_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732762/suppl/GSM3732762_JURKAT_GSI_3d_rep2_treat.bw,ChIPseq_Jurkat_CTCF_GSI3d_rep2,190953953,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477111,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,"Compound E (CAS 209986-17-4), was applied at a 1 uM concentration every 24 hours for 72 hours",
GSE130140,ChIPseq_Jurkat_CTCF_GSI3d_w4hr_rep1,GSM3732765,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732765_JURKAT_GSI_3d_w4hr_rep1_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732765/suppl/GSM3732765_JURKAT_GSI_3d_w4hr_rep1_sort_peaks.narrowPeak.bed.gz,ChIPseq_Jurkat_CTCF_GSI3d_w4hr_rep1,359151,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477107,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,"Compound E (CAS 209986-17-4), was applied at a 1 uM concentration every 24 hours for 72 hours",
GSE130140,ChIPseq_Jurkat_CTCF_GSI3d_w4hr_rep1,GSM3732765,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732765_JURKAT_GSI_3d_w4hr_rep1_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732765/suppl/GSM3732765_JURKAT_GSI_3d_w4hr_rep1_treat.bw,ChIPseq_Jurkat_CTCF_GSI3d_w4hr_rep1,234757628,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477107,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,"Compound E (CAS 209986-17-4), was applied at a 1 uM concentration every 24 hours for 72 hours",
GSE130140,ChIPseq_Jurkat_CTCF_GSI3d_w4hr_rep2,GSM3732766,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732766_JURKAT_GSI_3d_w4hr_rep2_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732766/suppl/GSM3732766_JURKAT_GSI_3d_w4hr_rep2_sort_peaks.narrowPeak.bed.gz,ChIPseq_Jurkat_CTCF_GSI3d_w4hr_rep2,84692,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477106,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,"Compound E (CAS 209986-17-4), was applied at a 1 uM concentration every 24 hours for 72 hours",
GSE130140,ChIPseq_Jurkat_CTCF_GSI3d_w4hr_rep2,GSM3732766,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732766_JURKAT_GSI_3d_w4hr_rep2_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732766/suppl/GSM3732766_JURKAT_GSI_3d_w4hr_rep2_treat.bw,ChIPseq_Jurkat_CTCF_GSI3d_w4hr_rep2,296378017,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477106,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",CTCF,,"Compound E (CAS 209986-17-4), was applied at a 1 uM concentration every 24 hours for 72 hours",
GSE130140,ChIPseq_Tcell_H3K27ac,GSM3732769,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,T-cell,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732769_Tcell_H3K27ac_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732769/suppl/GSM3732769_Tcell_H3K27ac_treat.bw,ChIPseq_Tcell_H3K27ac,167618971,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477102,https://www.ncbi.nlm.nih.gov/sra?term,T-cell,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",H3K27ac,,,
GSE130140,ChIPseq_Tcell_H3K27me3,GSM3732770,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,T-cell,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732770_Tcell_H3K27me3_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732770/suppl/GSM3732770_Tcell_H3K27me3_treat.bw,ChIPseq_Tcell_H3K27me3,216069821,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477101,https://www.ncbi.nlm.nih.gov/sra?term,T-cell,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",H3K27me3,,,
GSE130140,ChIPseq_Patient1_H3K27ac,GSM3732772,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Patient xenograft,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732772_Patient1_H3K27ac_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732772/suppl/GSM3732772_Patient1_H3K27ac_treat.bw,ChIPseq_Patient1_H3K27ac,288740154,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477130,https://www.ncbi.nlm.nih.gov/sra?term,T-ALL from patient xenograft,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",H3K27ac,,,
GSE130140,ChIPseq_Patient1_H3K27me3,GSM3732773,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Patient xenograft,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732773_Patient1_H3K27me3_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732773/suppl/GSM3732773_Patient1_H3K27me3_treat.bw,ChIPseq_Patient1_H3K27me3,292327011,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477129,https://www.ncbi.nlm.nih.gov/sra?term,T-ALL from patient xenograft,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",H3K27me3,,,
GSE130140,ChIPseq_Patient1_H3K4me1,GSM3732774,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Patient xenograft,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732774_Patient1_H3K4me1_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732774/suppl/GSM3732774_Patient1_H3K4me1_treat.bw,ChIPseq_Patient1_H3K4me1,218542728,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477128,https://www.ncbi.nlm.nih.gov/sra?term,T-ALL from patient xenograft,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",H3K4me1,,,
GSE130140,ChIPseq_Patient2_H3K27ac,GSM3732776,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Patient xenograft,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732776_Patient2_H3K27ac_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732776/suppl/GSM3732776_Patient2_H3K27ac_treat.bw,ChIPseq_Patient2_H3K27ac,203977139,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477098,https://www.ncbi.nlm.nih.gov/sra?term,T-ALL from patient xenograft,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",H3K27ac,,,
GSE130140,ChIPseq_Patient2_H3K27me3,GSM3732777,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Patient xenograft,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732777_Patient2_H3K27me3_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732777/suppl/GSM3732777_Patient2_H3K27me3_treat.bw,ChIPseq_Patient2_H3K27me3,326563457,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477157,https://www.ncbi.nlm.nih.gov/sra?term,T-ALL from patient xenograft,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",H3K27me3,,,
GSE130140,ChIPseq_Patient2_H3K4me1,GSM3732778,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Patient xenograft,Homo sapiens,9606,genomic DNA,"Phenol/chloroform DNA extraction, Libraries were prepped with a KAPA high throughput library prep kit using a Sciclone® G3 NGS and NGSx Workstation","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL18573,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,GSE130140,0,GSM3732778_Patient2_H3K4me1_treat.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732778/suppl/GSM3732778_Patient2_H3K4me1_treat.bw,ChIPseq_Patient2_H3K4me1,114927144,BW,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477155,https://www.ncbi.nlm.nih.gov/sra?term,T-ALL from patient xenograft,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",H3K4me1,,,
GSE130140,HiC_Tcell,GSM3732780,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,T-cell,Homo sapiens,9606,genomic DNA,"Biotinylated DNA was extracted with Dynabeads MyOne Streptavidin C1 beads, Libraries were prepared using the NEBNext® Ultra™ II DNA Library Prep Kit for Illumina®","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL16791,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina HiSeq 2500,other,genomic,Hi-C,GSE130140,0,GSM3732780_Tcell_5000.matrix.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732780/suppl/GSM3732780_Tcell_5000.matrix.gz,HiC_Tcell,454232126,MATRIX,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477151,https://www.ncbi.nlm.nih.gov/sra?term,T-cell,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",,,,
GSE130140,HiC_Tcell,GSM3732780,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,T-cell,Homo sapiens,9606,genomic DNA,"Biotinylated DNA was extracted with Dynabeads MyOne Streptavidin C1 beads, Libraries were prepared using the NEBNext® Ultra™ II DNA Library Prep Kit for Illumina®","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL16791,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina HiSeq 2500,other,genomic,Hi-C,GSE130140,0,GSM3732780_Tcell_5000_ord.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732780/suppl/GSM3732780_Tcell_5000_ord.bed.gz,HiC_Tcell,3987054,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477151,https://www.ncbi.nlm.nih.gov/sra?term,T-cell,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",,,,
GSE130140,HiC_Jurkat,GSM3732781,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Biotinylated DNA was extracted with Dynabeads MyOne Streptavidin C1 beads, Libraries were prepared using the NEBNext® Ultra™ II DNA Library Prep Kit for Illumina®","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL16791,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina HiSeq 2500,other,genomic,Hi-C,GSE130140,0,GSM3732781_Jurkat_5000.matrix.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732781/suppl/GSM3732781_Jurkat_5000.matrix.gz,HiC_Jurkat,576215751,MATRIX,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477150,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",,,,
GSE130140,HiC_Jurkat,GSM3732781,Public on Aug 19 2020,Apr 22 2019,Aug 20 2020,SRA,1,Jurkat,Homo sapiens,9606,genomic DNA,"Biotinylated DNA was extracted with Dynabeads MyOne Streptavidin C1 beads, Libraries were prepared using the NEBNext® Ultra™ II DNA Library Prep Kit for Illumina®","ChIP-seq sequence reads were aligned to the hg38 genome using bwa, MACS2 was used to call peaks., ATAC-seq sequence reads were aligned to the hg38 genome using bowtie., RNA-seq datasets were processed using Salmon., Hi-C data were processed using HiC-Pro., Methylation calls were performed with Bismark.",GPL16791,"Zhenjia,,Wang",Center for Public Health Genomics,University of Virginia,1300 Jefferson Park Avenue,Charlottesville,VIRGINIA,22908,USA,Illumina HiSeq 2500,other,genomic,Hi-C,GSE130140,0,GSM3732781_Jurkat_5000_ord.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3732nnn/GSM3732781/suppl/GSM3732781_Jurkat_5000_ord.bed.gz,HiC_Jurkat,3987055,BED,,,,https://www.ncbi.nlm.nih.gov/biosample/SAMN11477150,https://www.ncbi.nlm.nih.gov/sra?term,Jurkat,GRCH38/hg38,"ChIP-seq: peak file in BED, RNA-seq: transcript level quantification from salmon, Hi-C: raw matrix, DNA methylation: bigwig or bismark.cov",,,,
