GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Sample_treatment_protocol_ch1,BioSample,SRA,strain,cell type,Genome_build,Supplementary_files_format_and_content,biological replicate,antibody,peturbation
GSE99311,KPC-2D/emp H3K27ac ChIP-Seq (rep1),GSM2640406,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,KPC-2D/emp cells,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640406_KPC-2D_emp_H3K27ac_rep1.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640406/suppl/GSM2640406_KPC-2D_emp_H3K27ac_rep1.bigWig,KPC-2D/emp H3K27ac ChIP-Seq (rep1),330527069,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07163990,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Monolayer-cultured cells established from mouse PDA primary tumor organoid (T3),mm9 and hg19,bigWig,rep1,H3K27ac (ab4729; Abcam),Transduced with MSCV/emp retrovirus
GSE99311,KPC-2D/emp H3K27ac ChIP-Seq (rep2),GSM2640407,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,KPC-2D/emp cells,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640407_KPC-2D_emp_H3K27ac_rep2.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640407/suppl/GSM2640407_KPC-2D_emp_H3K27ac_rep2.bigWig,KPC-2D/emp H3K27ac ChIP-Seq (rep2),387350429,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07163989,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Monolayer-cultured cells established from mouse PDA primary tumor organoid (T3),mm9 and hg19,bigWig,rep2,H3K27ac (ab4729; Abcam),Transduced with MSCV/emp retrovirus
GSE99311,KPC-2D/FOXA1 H3K27ac ChIP-Seq (rep1),GSM2640408,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,KPC-2D/FOXA1 cells,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640408_KPC-2D_FOXA1_H3K27ac_rep1.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640408/suppl/GSM2640408_KPC-2D_FOXA1_H3K27ac_rep1.bigWig,KPC-2D/FOXA1 H3K27ac ChIP-Seq (rep1),244176454,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07163988,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Monolayer-cultured cells established from mouse PDA primary tumor organoid (T3),mm9 and hg19,bigWig,rep1,H3K27ac (ab4729; Abcam),Transduced with MSCV/FOXA1 retrovirus
GSE99311,KPC-2D/FOXA1 H3K27ac ChIP-Seq (rep2),GSM2640409,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,KPC-2D/FOXA1 cells,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640409_KPC-2D_FOXA1_H3K27ac_rep2.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640409/suppl/GSM2640409_KPC-2D_FOXA1_H3K27ac_rep2.bigWig,KPC-2D/FOXA1 H3K27ac ChIP-Seq (rep2),324182695,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07163987,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Monolayer-cultured cells established from mouse PDA primary tumor organoid (T3),mm9 and hg19,bigWig,rep2,H3K27ac (ab4729; Abcam),Transduced with MSCV/FOXA1 retrovirus
GSE99311,KPC-2D/emp FOXA1 ChIP-Seq (rep1),GSM2640410,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,KPC-2D/emp cells,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640410_KPC-2D_emp_FOXA1_rep1.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640410/suppl/GSM2640410_KPC-2D_emp_FOXA1_rep1.bigWig,KPC-2D/emp FOXA1 ChIP-Seq (rep1),147855515,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07163986,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Monolayer-cultured cells established from mouse PDA primary tumor organoid (T3),mm9 and hg19,bigWig,rep1,FOXA1 (ab23738; Abcam),Transduced with MSCV/emp retrovirus
GSE99311,KPC-2D/emp FOXA1 ChIP-Seq (rep2),GSM2640411,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,KPC-2D/emp cells,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640411_KPC-2D_emp_FOXA1_rep2.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640411/suppl/GSM2640411_KPC-2D_emp_FOXA1_rep2.bigWig,KPC-2D/emp FOXA1 ChIP-Seq (rep2),162633756,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07163985,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Monolayer-cultured cells established from mouse PDA primary tumor organoid (T3),mm9 and hg19,bigWig,rep2,FOXA1 (ab23738; Abcam),Transduced with MSCV/emp retrovirus
GSE99311,KPC-2D/FOXA1 FOXA1 ChIP-Seq (rep1),GSM2640412,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,KPC-2D/FOXA1 cells,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640412_KPC-2D_FOXA1_FOXA1_rep1.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640412/suppl/GSM2640412_KPC-2D_FOXA1_FOXA1_rep1.bigWig,KPC-2D/FOXA1 FOXA1 ChIP-Seq (rep1),135091643,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07163984,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Monolayer-cultured cells established from mouse PDA primary tumor organoid (T3),mm9 and hg19,bigWig,rep1,FOXA1 (ab23738; Abcam),Transduced with MSCV/FOXA1 retrovirus
GSE99311,KPC-2D/FOXA1 FOXA1 ChIP-Seq (rep2),GSM2640413,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,KPC-2D/FOXA1 cells,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640413_KPC-2D_FOXA1_FOXA1_rep2.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640413/suppl/GSM2640413_KPC-2D_FOXA1_FOXA1_rep2.bigWig,KPC-2D/FOXA1 FOXA1 ChIP-Seq (rep2),124368988,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07163983,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Monolayer-cultured cells established from mouse PDA primary tumor organoid (T3),mm9 and hg19,bigWig,rep2,FOXA1 (ab23738; Abcam),Transduced with MSCV/FOXA1 retrovirus
GSE99311,T3/emp H3K27ac ChIP-Seq,GSM2640420,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T3/emp organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640420_T3_emp_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640420/suppl/GSM2640420_T3_emp_H3K27ac.bigWig,T3/emp H3K27ac ChIP-Seq,269552994,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07163976,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T3),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),Transduced with MSCV/emp retrovirus
GSE99311,T23/emp H3K27ac ChIP-Seq,GSM2640421,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T23/emp organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640421_T23_emp_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640421/suppl/GSM2640421_T23_emp_H3K27ac.bigWig,T23/emp H3K27ac ChIP-Seq,165169431,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07163975,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T23),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),Transduced with MSCV/emp retrovirus
GSE99311,T3/FOXA1 H3K27ac ChIP-Seq,GSM2640422,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T3/FOXA1 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640422_T3_FOXA1_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640422/suppl/GSM2640422_T3_FOXA1_H3K27ac.bigWig,T3/FOXA1 H3K27ac ChIP-Seq,283073374,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07163974,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T3),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),Transduced with MSCV/V5-FOXA1 retrovirus
GSE99311,T23/FOXA1 H3K27ac ChIP-Seq,GSM2640423,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T23/FOXA1 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640423_T23_FOXA1_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640423/suppl/GSM2640423_T23_FOXA1_H3K27ac.bigWig,T23/FOXA1 H3K27ac ChIP-Seq,187453832,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07163973,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T23),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),Transduced with MSCV/V5-FOXA1 retrovirus
GSE99311,T3/GATA5 H3K27ac ChIP-Seq,GSM2640424,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T3/GATA5 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640424_T3_GATA5_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640424/suppl/GSM2640424_T3_GATA5_H3K27ac.bigWig,T3/GATA5 H3K27ac ChIP-Seq,143462984,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07163972,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T3),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),Transduced with MSCV/FLAG-GATA5 retrovirus
GSE99311,T23/GATA5 H3K27ac ChIP-Seq,GSM2640425,Public on Jul 31 2017,May 24 2017,May 15 2019,SRA,1,T23/GATA5 organoid,Mus musculus,10090,Mouse/human PDA organoids or cell lines were cultured in conditions as described in this study.,genomic DNA,"Lysates were prepared from ~1 millon single cell dissociated of organoid cultures, or ~5 million of monolayer cultures. Sonicated nuclei with Bioruptor were further proceeded to ChIP assay with apporiate antibodies., Libraries were prepared according to Illumina's instructions of TruSeq ChIP Sample Prep kit.","Raw reads were mapped to the reference mouse (mm9) or human (hg19) genome assembly using Bowtie allowing two-mismatches for only unique alignment; -v 2 -m 1 -best --strata. To avoid clonal artifacts introduced in the library amplification steps, duplicated mapped reads were further discarded using SAMtools (http://samtools.sourceforge.net)., HOMER suite (http://homer.salk.edu/homer/) was used for overall analysis. Details were described in the experimental procedues of this study.",GPL19057,"Jae Seok,,Roe",jroe@yonsei.ac.kr,Yonsei University,"Yonsei-ro, 50",Seoul,03722,South Korea,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE99284, GSE99311",0,GSM2640425_T23_GATA5_H3K27ac.bigWig,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2640nnn/GSM2640425/suppl/GSM2640425_T23_GATA5_H3K27ac.bigWig,T23/GATA5 H3K27ac ChIP-Seq,271579883,BIGWIG,"For cDNA overepxression, cDNAs were retrovirally introduced and selected with G418. For shRNA expression, shRNAs were retrovirally introduced and selected with puromycin. For sgRNA expression, sgRNAs were lentivirally introduced and GFP-sorted with FACS.",https://www.ncbi.nlm.nih.gov/biosample/SAMN07163971,https://www.ncbi.nlm.nih.gov/sra?term,C57BL/6,Mouse PDA primary tumor organoid (T23),mm9 and hg19,bigWig,,H3K27ac (ab4729; Abcam),Transduced with MSCV/FLAG-GATA5 retrovirus
