GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Genome_build,Supplementary_files_format_and_content,BioSample,SRA,growth media,cell line,mycn status,chip antibody
GSE138315,NBL-S H3K4me1 histone-ChIP-Seq,GSM4105330,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105330_NBLS-H3K4me1.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105330/suppl/GSM4105330_NBLS-H3K4me1.macs2.SPMR.IP.sorted.bw,NBL-S H3K4me1 histone-ChIP-Seq,407059696,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896805,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",NBL-S,,"H3K4me1 (Active Motif, #39297)"
GSE138315,NBL-S H3K4me3 histone-ChIP-Seq,GSM4105331,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105331_NBLS-H3K4me3.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105331/suppl/GSM4105331_NBLS-H3K4me3.macs2.SPMR.IP.sorted.bw,NBL-S H3K4me3 histone-ChIP-Seq,359518655,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896804,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",NBL-S,,"H3K4me3 (Active Motif, #39159)"
GSE138315,NGP H3K27Ac histone-ChIP-Seq,GSM4105333,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105333_NGP-H3K27Ac.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105333/suppl/GSM4105333_NGP-H3K27Ac.macs2.SPMR.IP.sorted.bw,NGP H3K27Ac histone-ChIP-Seq,307784585,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896802,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",NGP,,"H3K27Ac (Active Motif, #39133)"
GSE138315,NGP H3K27me3 histone-ChIP-Seq,GSM4105334,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105334_NGP-H3K27me3.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105334/suppl/GSM4105334_NGP-H3K27me3.macs2.SPMR.IP.sorted.bw,NGP H3K27me3 histone-ChIP-Seq,334823682,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896801,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",NGP,,"H3K27me3 (Millipore, #07-449)"
GSE138315,NGP H3K4me1 histone-ChIP-Seq,GSM4105335,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105335_NGP-H3K4me1.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105335/suppl/GSM4105335_NGP-H3K4me1.macs2.SPMR.IP.sorted.bw,NGP H3K4me1 histone-ChIP-Seq,406164119,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896800,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",NGP,,"H3K4me1 (Active Motif, #39297)"
GSE138315,NGP H3K4me3 histone-ChIP-Seq,GSM4105336,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105336_NGP-H3K4me3.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105336/suppl/GSM4105336_NGP-H3K4me3.macs2.SPMR.IP.sorted.bw,NGP H3K4me3 histone-ChIP-Seq,262554137,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896799,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",NGP,,"H3K4me3 (Active Motif, #39159)"
GSE138315,SK-N-AS H3K27Ac histone-ChIP-Seq,GSM4105338,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105338_SKNAS-H3K27Ac.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105338/suppl/GSM4105338_SKNAS-H3K27Ac.macs2.SPMR.IP.sorted.bw,SK-N-AS H3K27Ac histone-ChIP-Seq,377556960,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896797,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",SK-N-AS,,"H3K27Ac (Active Motif, #39133)"
GSE138315,SK-N-AS H3K27me3 histone-ChIP-Seq,GSM4105339,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105339_SKNAS-H3K27me3.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105339/suppl/GSM4105339_SKNAS-H3K27me3.macs2.SPMR.IP.sorted.bw,SK-N-AS H3K27me3 histone-ChIP-Seq,309494741,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896796,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",SK-N-AS,,"H3K27me3 (Millipore, #07-449)"
GSE138315,SK-N-AS H3K4me1 histone-ChIP-Seq,GSM4105340,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105340_SKNAS-H3K4me1.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105340/suppl/GSM4105340_SKNAS-H3K4me1.macs2.SPMR.IP.sorted.bw,SK-N-AS H3K4me1 histone-ChIP-Seq,406808196,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896795,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",SK-N-AS,,"H3K4me1 (Active Motif, #39297)"
GSE138315,SK-N-AS H3K4me3 histone-ChIP-Seq,GSM4105341,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105341_SKNAS-H3K4me3.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105341/suppl/GSM4105341_SKNAS-H3K4me3.macs2.SPMR.IP.sorted.bw,SK-N-AS H3K4me3 histone-ChIP-Seq,280468523,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896794,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",SK-N-AS,,"H3K4me3 (Active Motif, #39159)"
GSE138315,SK-N-BE(2)-C H3K27Ac histone-ChIP-Seq,GSM4105343,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105343_SKNBE2C-H3K27Ac.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105343/suppl/GSM4105343_SKNBE2C-H3K27Ac.macs2.SPMR.IP.sorted.bw,SK-N-BE(2)-C H3K27Ac histone-ChIP-Seq,343462425,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896792,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",SK-N-BE(2)-C,,"H3K27Ac (Active Motif, #39133)"
GSE138315,SK-N-BE(2)-C H3K27me3 histone-ChIP-Seq,GSM4105344,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105344_SKNBE2C-H3K27me3.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105344/suppl/GSM4105344_SKNBE2C-H3K27me3.macs2.SPMR.IP.sorted.bw,SK-N-BE(2)-C H3K27me3 histone-ChIP-Seq,346449025,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896791,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",SK-N-BE(2)-C,,"H3K27me3 (Millipore, #07-449)"
GSE138315,SK-N-BE(2)-C H3K4me1 histone-ChIP-Seq,GSM4105345,Public on Nov 03 2019,Oct 02 2019,Nov 05 2019,SRA,1,neuroblastoma-derived cell line,Homo sapiens,9606,N/A,Cells were grown in 150 mm cell culture plates with appropriate media until ~70-80%.,genomic DNA,"For ChIP-Seq, cells were crosslinked, flash frozen, and sent to Active Motif. According to Active Motif protocol, cells were lysed, sonicated, and then DNA-protein complexes were isolated with antibodies. Samples were reverse-crosslinked and DNA was purified. For ATAC-Seq, whole cells were frozen and sent to Active Motif for thawing and transposition., Illumina libraries were prepared by Active Motif using standard consecutive enzymatic steps of end-polishing, dA-addition, and adaptor ligation. After 15 cycles of PCR amplification, the resulting DNA libraries were quantified and sequenced by Jefferson Cancer Genomics Laboratory at the Kimmel Cancer Center using the NexSeq 500.","FASTQ sequences were adapter and quality trimmed using TrimGalore., Phred scores were calculated per sample and used during hg19 alignment with bwa samse., Picard tools v.2.17.9-SNAPSHOT was used to remove duplicate reads., Fragment sizes were estimated using MaSC and these values were used as input into MACS2 for broad peak calling., Peaks were called significant using a q-value cut off of 0.05 and results were returned in units of signal per million reads.",GPL18573,"Jo Lynne,,Rokita",rokita@email.chop.edu,Children's Hospital of Philadelphia,3501 Civic Center Blvd,Philadelphia,PA,19104,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE138314, GSE138315",0,GSM4105345_SKNBE2C-H3K4me1.macs2.SPMR.IP.sorted.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4105nnn/GSM4105345/suppl/GSM4105345_SKNBE2C-H3K4me1.macs2.SPMR.IP.sorted.bw,SK-N-BE(2)-C H3K4me1 histone-ChIP-Seq,373296926,BW,hg19,bigwig,https://www.ncbi.nlm.nih.gov/biosample/SAMN12896790,https://www.ncbi.nlm.nih.gov/sra?term,"RPMI 1640, 10% FBS, 1% Penicillin/Streptomycin, 2mM L-Glutamine",SK-N-BE(2)-C,,"H3K4me1 (Active Motif, #39297)"
