GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,BioSample,SRA,"Raw reads were trimmed using trimmomatic (v0.35, Parameters","Each sample was aligned to hg38 genome using bowtie2 (v2.2.6, Parameters","Peak calling was first performed on after pooling all samples using MACS2 (v2.1.0, parameters",Genome_build,Supplementary_files_format_and_content,cell line,treatment,sgguide,genotype,"Each sample was aligned to hg38 genome using bowtie2 48 (v2.2.6, Parameters","Peak calling was performed using MACS2 49 (v2.1.0, parameters",chip-antibody
GSE124228,Sample_DMSO_CR_Control_BAF155_2,GSM4156306,Public on Nov 13 2019,Nov 10 2019,Nov 15 2019,SRA,1,Sample_DMSO_CR_Control_BAF155,Homo sapiens,9606,,"ChIP-seq of ER (SC-543) Santa Cruz, H3K27ac (ab4729) Abcam, GRHL1 (Novus Biologicals, NBP1-81321) and FOXA1 (ab23738) Abcam was performed. Briefly, cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration.BAF155 and BRG1 ChIP-seq were performed as previously described by Kadoch and colleagues17. BAF155-2 (Santa Cruz, SC-9746) and BRG1-2 (Abcam, ab110641) were performed as described by Roberts and colleagues as detailed in the methods section.",genomic DNA,"The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the aforementioned antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment., DNA fragments were eluted using AMP Pure beads, library was prepared and samples were subjected to high-throughput sequencing using HiSeq 2000 platform (Illumina). ","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124228, GSE140185",0,GSM4156306_Sample_DMSO_CR_Control_BAF155_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4156nnn/GSM4156306/suppl/GSM4156306_Sample_DMSO_CR_Control_BAF155_1.bw,Sample_DMSO_CR_Control_BAF155_2,223388124,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13255327,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,Breast Cancer Cells,,sgNT,Control,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,"BAF155-2 (Santa Cruz, SC-9746)"
GSE124228,Sample_DMSO_CR_Control_BRG1_2,GSM4156307,Public on Nov 13 2019,Nov 10 2019,Nov 15 2019,SRA,1,Sample_DMSO_CR_Control_BRG1,Homo sapiens,9606,,"ChIP-seq of ER (SC-543) Santa Cruz, H3K27ac (ab4729) Abcam, GRHL1 (Novus Biologicals, NBP1-81321) and FOXA1 (ab23738) Abcam was performed. Briefly, cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration.BAF155 and BRG1 ChIP-seq were performed as previously described by Kadoch and colleagues17. BAF155-2 (Santa Cruz, SC-9746) and BRG1-2 (Abcam, ab110641) were performed as described by Roberts and colleagues as detailed in the methods section.",genomic DNA,"The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the aforementioned antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment., DNA fragments were eluted using AMP Pure beads, library was prepared and samples were subjected to high-throughput sequencing using HiSeq 2000 platform (Illumina). ","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124228, GSE140185",0,GSM4156307_Sample_DMSO_CR_Control_BRG1_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4156nnn/GSM4156307/suppl/GSM4156307_Sample_DMSO_CR_Control_BRG1_1.bw,Sample_DMSO_CR_Control_BRG1_2,252198928,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13255326,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,Breast Cancer Cells,,sgNT,Control,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,"BRG1-2 (Abcam, ab110641)"
GSE124228,Sample_DMSO_CR_KO_BAF155_2,GSM4156309,Public on Nov 13 2019,Nov 10 2019,Nov 15 2019,SRA,1,Sample_DMSO_CR_KO_BAF155,Homo sapiens,9606,,"ChIP-seq of ER (SC-543) Santa Cruz, H3K27ac (ab4729) Abcam, GRHL1 (Novus Biologicals, NBP1-81321) and FOXA1 (ab23738) Abcam was performed. Briefly, cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration.BAF155 and BRG1 ChIP-seq were performed as previously described by Kadoch and colleagues17. BAF155-2 (Santa Cruz, SC-9746) and BRG1-2 (Abcam, ab110641) were performed as described by Roberts and colleagues as detailed in the methods section.",genomic DNA,"The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the aforementioned antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment., DNA fragments were eluted using AMP Pure beads, library was prepared and samples were subjected to high-throughput sequencing using HiSeq 2000 platform (Illumina). ","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124228, GSE140185",0,GSM4156309_Sample_DMSO_CR_KO_BAF155_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4156nnn/GSM4156309/suppl/GSM4156309_Sample_DMSO_CR_KO_BAF155_1.bw,Sample_DMSO_CR_KO_BAF155_2,215084871,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13255324,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,Breast Cancer Cells,,sgARID1A-2,ARID1A KO,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,"BAF155-2 (Santa Cruz, SC-9746)"
GSE124228,Sample_DMSO_CR_KO_BRG1_2,GSM4156310,Public on Nov 13 2019,Nov 10 2019,Nov 15 2019,SRA,1,Sample_DMSO_CR_KO_BRG1,Homo sapiens,9606,,"ChIP-seq of ER (SC-543) Santa Cruz, H3K27ac (ab4729) Abcam, GRHL1 (Novus Biologicals, NBP1-81321) and FOXA1 (ab23738) Abcam was performed. Briefly, cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration.BAF155 and BRG1 ChIP-seq were performed as previously described by Kadoch and colleagues17. BAF155-2 (Santa Cruz, SC-9746) and BRG1-2 (Abcam, ab110641) were performed as described by Roberts and colleagues as detailed in the methods section.",genomic DNA,"The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the aforementioned antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment., DNA fragments were eluted using AMP Pure beads, library was prepared and samples were subjected to high-throughput sequencing using HiSeq 2000 platform (Illumina). ","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124228, GSE140185",0,GSM4156310_Sample_DMSO_CR_KO_BRG1_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4156nnn/GSM4156310/suppl/GSM4156310_Sample_DMSO_CR_KO_BRG1_1.bw,Sample_DMSO_CR_KO_BRG1_2,300278831,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13255323,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,Breast Cancer Cells,,sgARID1A-2,ARID1A KO,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,"BRG1-2 (Abcam, ab110641)"
GSE124228,Sample_DMSO_ET_Control_FOXA1_1,GSM4156313,Public on Nov 13 2019,Nov 10 2019,Nov 15 2019,SRA,1,Sample_DMSO_ET_Control_FOXA1,Homo sapiens,9606,,"ChIP-seq of ER (SC-543) Santa Cruz, H3K27ac (ab4729) Abcam, GRHL1 (Novus Biologicals, NBP1-81321) and FOXA1 (ab23738) Abcam was performed. Briefly, cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration.BAF155 and BRG1 ChIP-seq were performed as previously described by Kadoch and colleagues17. BAF155-2 (Santa Cruz, SC-9746) and BRG1-2 (Abcam, ab110641) were performed as described by Roberts and colleagues as detailed in the methods section.",genomic DNA,"The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the aforementioned antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment., DNA fragments were eluted using AMP Pure beads, library was prepared and samples were subjected to high-throughput sequencing using HiSeq 2000 platform (Illumina). ","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124228, GSE140185",0,GSM4156313_Sample_DMSO_ET_Control_FOXA1_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4156nnn/GSM4156313/suppl/GSM4156313_Sample_DMSO_ET_Control_FOXA1_1.bw,Sample_DMSO_ET_Control_FOXA1_1,250666639,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13255320,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,Breast Cancer Cells,,sgNT,Control,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,"FOXA1 (Abcam, ab23738)"
GSE124228,Sample_DMSO_ET_Control_FOXA1_2,GSM4156314,Public on Nov 13 2019,Nov 10 2019,Nov 15 2019,SRA,1,Sample_DMSO_ET_Control_FOXA1,Homo sapiens,9606,,"ChIP-seq of ER (SC-543) Santa Cruz, H3K27ac (ab4729) Abcam, GRHL1 (Novus Biologicals, NBP1-81321) and FOXA1 (ab23738) Abcam was performed. Briefly, cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration.BAF155 and BRG1 ChIP-seq were performed as previously described by Kadoch and colleagues17. BAF155-2 (Santa Cruz, SC-9746) and BRG1-2 (Abcam, ab110641) were performed as described by Roberts and colleagues as detailed in the methods section.",genomic DNA,"The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the aforementioned antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment., DNA fragments were eluted using AMP Pure beads, library was prepared and samples were subjected to high-throughput sequencing using HiSeq 2000 platform (Illumina). ","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124228, GSE140185",0,GSM4156314_Sample_DMSO_ET_Control_FOXA1_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4156nnn/GSM4156314/suppl/GSM4156314_Sample_DMSO_ET_Control_FOXA1_2.bw,Sample_DMSO_ET_Control_FOXA1_2,244878633,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13255319,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,Breast Cancer Cells,,sgNT,Control,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,"FOXA1 (Abcam, ab23738)"
GSE124228,Sample_DMSO_ET_Control_GRHL1Ab1_1,GSM4156315,Public on Nov 13 2019,Nov 10 2019,Nov 15 2019,SRA,1,Sample_DMSO_ET_Control_GRHL1Ab1,Homo sapiens,9606,,"ChIP-seq of ER (SC-543) Santa Cruz, H3K27ac (ab4729) Abcam, GRHL1 (Novus Biologicals, NBP1-81321) and FOXA1 (ab23738) Abcam was performed. Briefly, cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration.BAF155 and BRG1 ChIP-seq were performed as previously described by Kadoch and colleagues17. BAF155-2 (Santa Cruz, SC-9746) and BRG1-2 (Abcam, ab110641) were performed as described by Roberts and colleagues as detailed in the methods section.",genomic DNA,"The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the aforementioned antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment., DNA fragments were eluted using AMP Pure beads, library was prepared and samples were subjected to high-throughput sequencing using HiSeq 2000 platform (Illumina). ","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124228, GSE140185",0,GSM4156315_Sample_DMSO_ET_Control_GRHL1Ab1_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4156nnn/GSM4156315/suppl/GSM4156315_Sample_DMSO_ET_Control_GRHL1Ab1_1.bw,Sample_DMSO_ET_Control_GRHL1Ab1_1,332506094,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13255318,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,Breast Cancer Cells,,sgNT,Control,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,"GRHL1 (Novus Biologicals, NBP1-81321)"
GSE124228,Sample_DMSO_ET_KO_FOXA1_1,GSM4156318,Public on Nov 13 2019,Nov 10 2019,Nov 15 2019,SRA,1,Sample_DMSO_ET_KO_FOXA1,Homo sapiens,9606,,"ChIP-seq of ER (SC-543) Santa Cruz, H3K27ac (ab4729) Abcam, GRHL1 (Novus Biologicals, NBP1-81321) and FOXA1 (ab23738) Abcam was performed. Briefly, cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration.BAF155 and BRG1 ChIP-seq were performed as previously described by Kadoch and colleagues17. BAF155-2 (Santa Cruz, SC-9746) and BRG1-2 (Abcam, ab110641) were performed as described by Roberts and colleagues as detailed in the methods section.",genomic DNA,"The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the aforementioned antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment., DNA fragments were eluted using AMP Pure beads, library was prepared and samples were subjected to high-throughput sequencing using HiSeq 2000 platform (Illumina). ","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124228, GSE140185",0,GSM4156318_Sample_DMSO_ET_KO_FOXA1_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4156nnn/GSM4156318/suppl/GSM4156318_Sample_DMSO_ET_KO_FOXA1_1.bw,Sample_DMSO_ET_KO_FOXA1_1,295213951,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13255315,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,Breast Cancer Cells,,sgARID1A-2,ARID1A KO,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,"FOXA1 (Abcam, ab23738)"
GSE124228,Sample_DMSO_ET_KO_FOXA1_2,GSM4156319,Public on Nov 13 2019,Nov 10 2019,Nov 15 2019,SRA,1,Sample_DMSO_ET_KO_FOXA1,Homo sapiens,9606,,"ChIP-seq of ER (SC-543) Santa Cruz, H3K27ac (ab4729) Abcam, GRHL1 (Novus Biologicals, NBP1-81321) and FOXA1 (ab23738) Abcam was performed. Briefly, cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration.BAF155 and BRG1 ChIP-seq were performed as previously described by Kadoch and colleagues17. BAF155-2 (Santa Cruz, SC-9746) and BRG1-2 (Abcam, ab110641) were performed as described by Roberts and colleagues as detailed in the methods section.",genomic DNA,"The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the aforementioned antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment., DNA fragments were eluted using AMP Pure beads, library was prepared and samples were subjected to high-throughput sequencing using HiSeq 2000 platform (Illumina). ","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124228, GSE140185",0,GSM4156319_Sample_DMSO_ET_KO_FOXA1_2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4156nnn/GSM4156319/suppl/GSM4156319_Sample_DMSO_ET_KO_FOXA1_2.bw,Sample_DMSO_ET_KO_FOXA1_2,260353822,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13255314,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,Breast Cancer Cells,,sgARID1A-2,ARID1A KO,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,"FOXA1 (Abcam, ab23738)"
GSE124228,Sample_DMSO_ET_KO_GRHL1_1,GSM4156320,Public on Nov 13 2019,Nov 10 2019,Nov 15 2019,SRA,1,Sample_DMSO_ET_KO_GRHL1,Homo sapiens,9606,,"ChIP-seq of ER (SC-543) Santa Cruz, H3K27ac (ab4729) Abcam, GRHL1 (Novus Biologicals, NBP1-81321) and FOXA1 (ab23738) Abcam was performed. Briefly, cell samples were crosslinked with 1% formaldehyde for 10 min, and quenched by glycine to a 125nM final concentration.BAF155 and BRG1 ChIP-seq were performed as previously described by Kadoch and colleagues17. BAF155-2 (Santa Cruz, SC-9746) and BRG1-2 (Abcam, ab110641) were performed as described by Roberts and colleagues as detailed in the methods section.",genomic DNA,"The fixed cells were lysed in SDS buffer and the chromatin was sheared by Covaris sonication. The sheared chromatin was incubated with the aforementioned antibodies and protein G-Dynabeads. The samples underwent decrosslinking, RNase and proteinase K treatment., DNA fragments were eluted using AMP Pure beads, library was prepared and samples were subjected to high-throughput sequencing using HiSeq 2000 platform (Illumina). ","Duplicate reads were then removed using MarkDuplicates (v2.9.0, REMOVE_DUPLICATES, BigWig tracks were generated using MACS2 and then scaled using rtracklayer (v1.40.6).",GPL11154,"Sagar,,Chhangawala",sagar.cornell@gmail.com,PBSB,Weill Cornell Medical College,1300 York Ave.,New York,NY,10065,USA,Illumina HiSeq 2000,ChIP,genomic,ChIP-Seq,"GSE124228, GSE140185",0,GSM4156320_Sample_DMSO_ET_KO_GRHL1Ab1_1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4156nnn/GSM4156320/suppl/GSM4156320_Sample_DMSO_ET_KO_GRHL1Ab1_1.bw,Sample_DMSO_ET_KO_GRHL1_1,229292199,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN13255313,https://www.ncbi.nlm.nih.gov/sra?term,"TruSeq3-PE adapters, LEADING:3 TRAILING:3 SLIDINGWINDOW:4:15 MINLEN:36).",,,hg38,normalized bw files,Breast Cancer Cells,,sgARID1A-2,ARID1A KO,-X2000 –local –mm --no-mixed --no-discordant).,--keep-dup all -g hs -q 0.01).,"GRHL1 (Novus Biologicals, NBP1-81321)"
