GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_laboratory,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Sample_treatment_protocol_ch1,tumor type,cell type,cell line,chip antibody,BioSample,SRA,Genome_build,Supplementary_files_format_and_content,treatment compound,treatment time
GSE124864,dBRD9_1,GSM3557522,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124861, GSE124864",0,GSM3557522_dBRD9_1.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557522/suppl/GSM3557522_dBRD9_1.count.txt.gz,dBRD9_1,98638,TXT,Cells were treated with either GSK-LSD1 and or dBRD for 6 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719200,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,dBRD9 1uM,6 days
GSE124864,dBRD9_3,GSM3557523,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124861, GSE124864",0,GSM3557523_dBRD9_3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557523/suppl/GSM3557523_dBRD9_3.count.txt.gz,dBRD9_3,92116,TXT,Cells were treated with either GSK-LSD1 and or dBRD for 6 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719199,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,dBRD9 1uM,6 days
GSE124864,both1,GSM3557524,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124861, GSE124864",0,GSM3557524_both1.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557524/suppl/GSM3557524_both1.count.txt.gz,both1,96733,TXT,Cells were treated with either GSK-LSD1 and or dBRD for 6 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719198,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,GSK-LSD1 0.1uM + dBRD9 1uM,6 days
GSE124864,both3,GSM3557525,Public on Feb 16 2020,Jan 09 2019,Feb 16 2020,SRA,1,MKL-1,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,total RNA,RNA libraries were prepared for sequencing using TruSeq Stranded mRNA library prep kit,"The Illumina NextSeq500 was used to generate reads., STAR was used to map reads to the hg19 genome and reads were  aligned using samtools., The count (TPM) files were generated using the htset-count function.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,"GSE124861, GSE124864",0,GSM3557525_both3.count.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3557nnn/GSM3557525/suppl/GSM3557525_both3.count.txt.gz,both3,96721,TXT,Cells were treated with either GSK-LSD1 and or dBRD for 6 days and harvested for RNA using Qiagen Rneasy plus kit,Merkel cell carcinoma,tumor derived cancer cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN10719197,https://www.ncbi.nlm.nih.gov/sra?term,hg19,,GSK-LSD1 0.1uM + dBRD9 1uM,6 days
GSE124864,ATOH1_1,GSM3613345,Public on Feb 16 2020,Feb 20 2019,Feb 17 2020,SRA,1,MKL-1 MCC Cells,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,genomic DNA,"The ChIP method was modified from protocols described in Schmidt et al.(Schmidt et al., 2009). MKL-1 cells were cross-linked using dual cross-linking with disuccinimidyl glutarate (DSG) and formaldehyde. After cross-linking, cells were lysed using SimpleChIP buffer A and B (Cell signaling) and DNA was processed with the Micrococcal nuclease (New England Biolabs Inc.) for 30 minutes at 37°C followed by sonicating for 20s pulses 5 times at 4°C., 30 ng of DNA from ChIP experiments or input DNA were prepared for sequencing with NEBNext ChIP-seq Library Prep Reagent Set for Illumina (New England BioLabs). Amplified libraries were cleaned up using AMPure XP beads (Beckman Coulter) and checked on a Bioanalyzer (Agilent) to confirm a narrow distribution with a peak size around 275 bp. Diluted libraries were used for 50 cycles single-end sequencing on NextSeq 550 systems  (Illumina) at the Molecular Biology Core Facilities (MBCF) at Dana-Farber Cancer Institute following the manufacturer’s protocol.","ChIP-seq reads were aligned to the hg19 genome assembly using the BWA aligner, peaks were called using using the default parameters of MACS2 relative to the input samples.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE124856, GSE124864",0,GSM3613345_ATOH1_1_peaks.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3613nnn/GSM3613345/suppl/GSM3613345_ATOH1_1_peaks.txt.gz,ATOH1_1,2849575,TXT,,,MCC tumor derived cell line,MKL-1,ATOH1,https://www.ncbi.nlm.nih.gov/biosample/SAMN10970952,https://www.ncbi.nlm.nih.gov/sra?term,hg19,.narrwPeak.bed and .xls peak files were generated using MACS2.,,
GSE124864,ATOH1_1,GSM3613345,Public on Feb 16 2020,Feb 20 2019,Feb 17 2020,SRA,1,MKL-1 MCC Cells,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,genomic DNA,"The ChIP method was modified from protocols described in Schmidt et al.(Schmidt et al., 2009). MKL-1 cells were cross-linked using dual cross-linking with disuccinimidyl glutarate (DSG) and formaldehyde. After cross-linking, cells were lysed using SimpleChIP buffer A and B (Cell signaling) and DNA was processed with the Micrococcal nuclease (New England Biolabs Inc.) for 30 minutes at 37°C followed by sonicating for 20s pulses 5 times at 4°C., 30 ng of DNA from ChIP experiments or input DNA were prepared for sequencing with NEBNext ChIP-seq Library Prep Reagent Set for Illumina (New England BioLabs). Amplified libraries were cleaned up using AMPure XP beads (Beckman Coulter) and checked on a Bioanalyzer (Agilent) to confirm a narrow distribution with a peak size around 275 bp. Diluted libraries were used for 50 cycles single-end sequencing on NextSeq 550 systems  (Illumina) at the Molecular Biology Core Facilities (MBCF) at Dana-Farber Cancer Institute following the manufacturer’s protocol.","ChIP-seq reads were aligned to the hg19 genome assembly using the BWA aligner, peaks were called using using the default parameters of MACS2 relative to the input samples.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE124856, GSE124864",0,GSM3613345_ATOH1_1_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3613nnn/GSM3613345/suppl/GSM3613345_ATOH1_1_sort_peaks.narrowPeak.bed.gz,ATOH1_1,1929640,BED,,,MCC tumor derived cell line,MKL-1,ATOH1,https://www.ncbi.nlm.nih.gov/biosample/SAMN10970952,https://www.ncbi.nlm.nih.gov/sra?term,hg19,.narrwPeak.bed and .xls peak files were generated using MACS2.,,
GSE124864,ATOH1_2,GSM3613346,Public on Feb 16 2020,Feb 20 2019,Feb 17 2020,SRA,1,MKL-1 MCC Cells,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,genomic DNA,"The ChIP method was modified from protocols described in Schmidt et al.(Schmidt et al., 2009). MKL-1 cells were cross-linked using dual cross-linking with disuccinimidyl glutarate (DSG) and formaldehyde. After cross-linking, cells were lysed using SimpleChIP buffer A and B (Cell signaling) and DNA was processed with the Micrococcal nuclease (New England Biolabs Inc.) for 30 minutes at 37°C followed by sonicating for 20s pulses 5 times at 4°C., 30 ng of DNA from ChIP experiments or input DNA were prepared for sequencing with NEBNext ChIP-seq Library Prep Reagent Set for Illumina (New England BioLabs). Amplified libraries were cleaned up using AMPure XP beads (Beckman Coulter) and checked on a Bioanalyzer (Agilent) to confirm a narrow distribution with a peak size around 275 bp. Diluted libraries were used for 50 cycles single-end sequencing on NextSeq 550 systems  (Illumina) at the Molecular Biology Core Facilities (MBCF) at Dana-Farber Cancer Institute following the manufacturer’s protocol.","ChIP-seq reads were aligned to the hg19 genome assembly using the BWA aligner, peaks were called using using the default parameters of MACS2 relative to the input samples.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE124856, GSE124864",0,GSM3613346_ATOH1_2_peaks.txt.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3613nnn/GSM3613346/suppl/GSM3613346_ATOH1_2_peaks.txt.gz,ATOH1_2,2144586,TXT,,,MCC tumor derived cell line,MKL-1,ATOH1,https://www.ncbi.nlm.nih.gov/biosample/SAMN10970953,https://www.ncbi.nlm.nih.gov/sra?term,hg19,.narrwPeak.bed and .xls peak files were generated using MACS2.,,
GSE124864,ATOH1_2,GSM3613346,Public on Feb 16 2020,Feb 20 2019,Feb 17 2020,SRA,1,MKL-1 MCC Cells,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,genomic DNA,"The ChIP method was modified from protocols described in Schmidt et al.(Schmidt et al., 2009). MKL-1 cells were cross-linked using dual cross-linking with disuccinimidyl glutarate (DSG) and formaldehyde. After cross-linking, cells were lysed using SimpleChIP buffer A and B (Cell signaling) and DNA was processed with the Micrococcal nuclease (New England Biolabs Inc.) for 30 minutes at 37°C followed by sonicating for 20s pulses 5 times at 4°C., 30 ng of DNA from ChIP experiments or input DNA were prepared for sequencing with NEBNext ChIP-seq Library Prep Reagent Set for Illumina (New England BioLabs). Amplified libraries were cleaned up using AMPure XP beads (Beckman Coulter) and checked on a Bioanalyzer (Agilent) to confirm a narrow distribution with a peak size around 275 bp. Diluted libraries were used for 50 cycles single-end sequencing on NextSeq 550 systems  (Illumina) at the Molecular Biology Core Facilities (MBCF) at Dana-Farber Cancer Institute following the manufacturer’s protocol.","ChIP-seq reads were aligned to the hg19 genome assembly using the BWA aligner, peaks were called using using the default parameters of MACS2 relative to the input samples.",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE124856, GSE124864",0,GSM3613346_ATOH1_2_sort_peaks.narrowPeak.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3613nnn/GSM3613346/suppl/GSM3613346_ATOH1_2_sort_peaks.narrowPeak.bed.gz,ATOH1_2,1527626,BED,,,MCC tumor derived cell line,MKL-1,ATOH1,https://www.ncbi.nlm.nih.gov/biosample/SAMN10970953,https://www.ncbi.nlm.nih.gov/sra?term,hg19,.narrwPeak.bed and .xls peak files were generated using MACS2.,,
GSE124864,MKL-1 Control-1,GSM4172934,Public on Feb 16 2020,Nov 17 2019,Feb 16 2020,SRA,1,MKL-1 MCC Cells,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,genomic DNA,"Cells were washed with PBS twice to achieve >85% viable cells in pellets. ATAC-seq protocol was modified from Corces et al., The transpose reaction was performed using TDE1 Tn5 transposase (15027865; Illumina) and TD buffer (15027866; Illumina). The reactions were cleaned up using MinElute PCR Purification Kit (28004; Qiagen) and amplified using NEBNext High-Fidelity 2X PCR Master Mix (M0541S; New England Biolabs Inc.) with a total of 7 cycles. The libraries were cleaned up using MinElute PCR Purification Kit and additionally with AMPure XP beads (Beckman Coulter) to remove primer dimers and large fragments.","For analysis, the adapters were removed using NGmerge and the reads were mapped to hg38 reference using Bowtie2 and sorted by SAMtools., peaks were called using using the default parameters of MACS2 relative to the input samples., ATAC-seq peaks were merged, annotated, and visualized using the BEDtools and the ChIPseeker, ChIPpeakAnno, and DiffBind R packages and Integrative genome viewer (IGV; Broad Institute)",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE124864, GSE140505",0,GSM4172934_Control-1.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4172nnn/GSM4172934/suppl/GSM4172934_Control-1.bed.gz,MKL-1 Control-1,881975,BED,"Two independent replicates of 70,000 MKL-1 MCC cells were harvested for ATAC-seq after treatment with GSK-LSD1 0.1µM, dBRD9 0.1µM, or both for three days.",,MCC tumor derived cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN13314917,https://www.ncbi.nlm.nih.gov/sra?term,hg38,,,
GSE124864,MKL-1 Control-2,GSM4172935,Public on Feb 16 2020,Nov 17 2019,Feb 16 2020,SRA,1,MKL-1 MCC Cells,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,genomic DNA,"Cells were washed with PBS twice to achieve >85% viable cells in pellets. ATAC-seq protocol was modified from Corces et al., The transpose reaction was performed using TDE1 Tn5 transposase (15027865; Illumina) and TD buffer (15027866; Illumina). The reactions were cleaned up using MinElute PCR Purification Kit (28004; Qiagen) and amplified using NEBNext High-Fidelity 2X PCR Master Mix (M0541S; New England Biolabs Inc.) with a total of 7 cycles. The libraries were cleaned up using MinElute PCR Purification Kit and additionally with AMPure XP beads (Beckman Coulter) to remove primer dimers and large fragments.","For analysis, the adapters were removed using NGmerge and the reads were mapped to hg38 reference using Bowtie2 and sorted by SAMtools., peaks were called using using the default parameters of MACS2 relative to the input samples., ATAC-seq peaks were merged, annotated, and visualized using the BEDtools and the ChIPseeker, ChIPpeakAnno, and DiffBind R packages and Integrative genome viewer (IGV; Broad Institute)",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE124864, GSE140505",0,GSM4172935_Control-2.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4172nnn/GSM4172935/suppl/GSM4172935_Control-2.bed.gz,MKL-1 Control-2,1191256,BED,"Two independent replicates of 70,000 MKL-1 MCC cells were harvested for ATAC-seq after treatment with GSK-LSD1 0.1µM, dBRD9 0.1µM, or both for three days.",,MCC tumor derived cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN13314916,https://www.ncbi.nlm.nih.gov/sra?term,hg38,,,
GSE124864,MKL-1 LSD1i-1,GSM4172936,Public on Feb 16 2020,Nov 17 2019,Feb 16 2020,SRA,1,MKL-1 MCC Cells,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,genomic DNA,"Cells were washed with PBS twice to achieve >85% viable cells in pellets. ATAC-seq protocol was modified from Corces et al., The transpose reaction was performed using TDE1 Tn5 transposase (15027865; Illumina) and TD buffer (15027866; Illumina). The reactions were cleaned up using MinElute PCR Purification Kit (28004; Qiagen) and amplified using NEBNext High-Fidelity 2X PCR Master Mix (M0541S; New England Biolabs Inc.) with a total of 7 cycles. The libraries were cleaned up using MinElute PCR Purification Kit and additionally with AMPure XP beads (Beckman Coulter) to remove primer dimers and large fragments.","For analysis, the adapters were removed using NGmerge and the reads were mapped to hg38 reference using Bowtie2 and sorted by SAMtools., peaks were called using using the default parameters of MACS2 relative to the input samples., ATAC-seq peaks were merged, annotated, and visualized using the BEDtools and the ChIPseeker, ChIPpeakAnno, and DiffBind R packages and Integrative genome viewer (IGV; Broad Institute)",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE124864, GSE140505",0,GSM4172936_LSD1i-1.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4172nnn/GSM4172936/suppl/GSM4172936_LSD1i-1.bed.gz,MKL-1 LSD1i-1,959186,BED,"Two independent replicates of 70,000 MKL-1 MCC cells were harvested for ATAC-seq after treatment with GSK-LSD1 0.1µM, dBRD9 0.1µM, or both for three days.",,MCC tumor derived cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN13314915,https://www.ncbi.nlm.nih.gov/sra?term,hg38,,,
GSE124864,MKL-1 LSD1i-2,GSM4172937,Public on Feb 16 2020,Nov 17 2019,Feb 16 2020,SRA,1,MKL-1 MCC Cells,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,genomic DNA,"Cells were washed with PBS twice to achieve >85% viable cells in pellets. ATAC-seq protocol was modified from Corces et al., The transpose reaction was performed using TDE1 Tn5 transposase (15027865; Illumina) and TD buffer (15027866; Illumina). The reactions were cleaned up using MinElute PCR Purification Kit (28004; Qiagen) and amplified using NEBNext High-Fidelity 2X PCR Master Mix (M0541S; New England Biolabs Inc.) with a total of 7 cycles. The libraries were cleaned up using MinElute PCR Purification Kit and additionally with AMPure XP beads (Beckman Coulter) to remove primer dimers and large fragments.","For analysis, the adapters were removed using NGmerge and the reads were mapped to hg38 reference using Bowtie2 and sorted by SAMtools., peaks were called using using the default parameters of MACS2 relative to the input samples., ATAC-seq peaks were merged, annotated, and visualized using the BEDtools and the ChIPseeker, ChIPpeakAnno, and DiffBind R packages and Integrative genome viewer (IGV; Broad Institute)",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE124864, GSE140505",0,GSM4172937_LSD1i-2.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4172nnn/GSM4172937/suppl/GSM4172937_LSD1i-2.bed.gz,MKL-1 LSD1i-2,946251,BED,"Two independent replicates of 70,000 MKL-1 MCC cells were harvested for ATAC-seq after treatment with GSK-LSD1 0.1µM, dBRD9 0.1µM, or both for three days.",,MCC tumor derived cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN13314914,https://www.ncbi.nlm.nih.gov/sra?term,hg38,,,
GSE124864,MKL-1 dBRD9-1,GSM4172938,Public on Feb 16 2020,Nov 17 2019,Feb 16 2020,SRA,1,MKL-1 MCC Cells,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,genomic DNA,"Cells were washed with PBS twice to achieve >85% viable cells in pellets. ATAC-seq protocol was modified from Corces et al., The transpose reaction was performed using TDE1 Tn5 transposase (15027865; Illumina) and TD buffer (15027866; Illumina). The reactions were cleaned up using MinElute PCR Purification Kit (28004; Qiagen) and amplified using NEBNext High-Fidelity 2X PCR Master Mix (M0541S; New England Biolabs Inc.) with a total of 7 cycles. The libraries were cleaned up using MinElute PCR Purification Kit and additionally with AMPure XP beads (Beckman Coulter) to remove primer dimers and large fragments.","For analysis, the adapters were removed using NGmerge and the reads were mapped to hg38 reference using Bowtie2 and sorted by SAMtools., peaks were called using using the default parameters of MACS2 relative to the input samples., ATAC-seq peaks were merged, annotated, and visualized using the BEDtools and the ChIPseeker, ChIPpeakAnno, and DiffBind R packages and Integrative genome viewer (IGV; Broad Institute)",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE124864, GSE140505",0,GSM4172938_dBRD9-1.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4172nnn/GSM4172938/suppl/GSM4172938_dBRD9-1.bed.gz,MKL-1 dBRD9-1,1186532,BED,"Two independent replicates of 70,000 MKL-1 MCC cells were harvested for ATAC-seq after treatment with GSK-LSD1 0.1µM, dBRD9 0.1µM, or both for three days.",,MCC tumor derived cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN13314913,https://www.ncbi.nlm.nih.gov/sra?term,hg38,,,
GSE124864,MKL-1 dBRD9-2,GSM4172939,Public on Feb 16 2020,Nov 17 2019,Feb 16 2020,SRA,1,MKL-1 MCC Cells,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,genomic DNA,"Cells were washed with PBS twice to achieve >85% viable cells in pellets. ATAC-seq protocol was modified from Corces et al., The transpose reaction was performed using TDE1 Tn5 transposase (15027865; Illumina) and TD buffer (15027866; Illumina). The reactions were cleaned up using MinElute PCR Purification Kit (28004; Qiagen) and amplified using NEBNext High-Fidelity 2X PCR Master Mix (M0541S; New England Biolabs Inc.) with a total of 7 cycles. The libraries were cleaned up using MinElute PCR Purification Kit and additionally with AMPure XP beads (Beckman Coulter) to remove primer dimers and large fragments.","For analysis, the adapters were removed using NGmerge and the reads were mapped to hg38 reference using Bowtie2 and sorted by SAMtools., peaks were called using using the default parameters of MACS2 relative to the input samples., ATAC-seq peaks were merged, annotated, and visualized using the BEDtools and the ChIPseeker, ChIPpeakAnno, and DiffBind R packages and Integrative genome viewer (IGV; Broad Institute)",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE124864, GSE140505",0,GSM4172939_dBRD9-2.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4172nnn/GSM4172939/suppl/GSM4172939_dBRD9-2.bed.gz,MKL-1 dBRD9-2,1185297,BED,"Two independent replicates of 70,000 MKL-1 MCC cells were harvested for ATAC-seq after treatment with GSK-LSD1 0.1µM, dBRD9 0.1µM, or both for three days.",,MCC tumor derived cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN13314912,https://www.ncbi.nlm.nih.gov/sra?term,hg38,,,
GSE124864,MKL-1 Combo-1,GSM4172940,Public on Feb 16 2020,Nov 17 2019,Feb 16 2020,SRA,1,MKL-1 MCC Cells,Homo sapiens,9606,MCC cell lines were grown in RPMI supplemented with 10% FBS and antibiotics.,genomic DNA,"Cells were washed with PBS twice to achieve >85% viable cells in pellets. ATAC-seq protocol was modified from Corces et al., The transpose reaction was performed using TDE1 Tn5 transposase (15027865; Illumina) and TD buffer (15027866; Illumina). The reactions were cleaned up using MinElute PCR Purification Kit (28004; Qiagen) and amplified using NEBNext High-Fidelity 2X PCR Master Mix (M0541S; New England Biolabs Inc.) with a total of 7 cycles. The libraries were cleaned up using MinElute PCR Purification Kit and additionally with AMPure XP beads (Beckman Coulter) to remove primer dimers and large fragments.","For analysis, the adapters were removed using NGmerge and the reads were mapped to hg38 reference using Bowtie2 and sorted by SAMtools., peaks were called using using the default parameters of MACS2 relative to the input samples., ATAC-seq peaks were merged, annotated, and visualized using the BEDtools and the ChIPseeker, ChIPpeakAnno, and DiffBind R packages and Integrative genome viewer (IGV; Broad Institute)",GPL18573,"Donglim,,Park",James DeCaprio,Medical oncology,Dana-Farber Cancer Institute,"4 Price Rd, Apt11",ALLSTON,MA,02134,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE124864, GSE140505",0,GSM4172940_Combo-1.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4172nnn/GSM4172940/suppl/GSM4172940_Combo-1.bed.gz,MKL-1 Combo-1,950346,BED,"Two independent replicates of 70,000 MKL-1 MCC cells were harvested for ATAC-seq after treatment with GSK-LSD1 0.1µM, dBRD9 0.1µM, or both for three days.",,MCC tumor derived cell line,MKL-1,,https://www.ncbi.nlm.nih.gov/biosample/SAMN13314911,https://www.ncbi.nlm.nih.gov/sra?term,hg38,,,
