GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_description,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,Genome_build,Supplementary_files_format_and_content,cell line,parental or metastasis?,metastatic site,grown_in_culture,dissociation_protocol,generation,BioSample,SRA
GSE112852,ATAC-seq_Brx50_brain_mets_56_3,GSM3089867,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,brain,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","metastatic sample, X50brai.56.3","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089867_50brai.56.3_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089867/suppl/GSM3089867_50brai.56.3_peaks.narrowPeak.gz,ATAC-seq_Brx50_brain_mets_56_3,556816,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx50,metastatic sample,brain,yes,braindisso,3,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896893,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx50_brain_mets_83_2,GSM3089868,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,brain,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","metastatic sample, X50brai.83.2","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089868_50brai.83.2_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089868/suppl/GSM3089868_50brai.83.2_peaks.narrowPeak.gz,ATAC-seq_Brx50_brain_mets_83_2,1492791,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx50,metastatic sample,brain,yes,braindisso,2,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896892,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx50_brain_mets_84_2,GSM3089869,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,brain,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","metastatic sample, X50brai.84.2","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089869_50brai.84.2_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089869/suppl/GSM3089869_50brai.84.2_peaks.narrowPeak.gz,ATAC-seq_Brx50_brain_mets_84_2,1748498,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx50,metastatic sample,brain,no,braindisso,2,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896891,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx68_parental_CTC_Rep3,GSM3089870,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,culture,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","parental CTC, X68H.R3","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089870_68H.R3_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089870/suppl/GSM3089870_68H.R3_peaks.narrowPeak.gz,ATAC-seq_Brx68_parental_CTC_Rep3,2377863,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx68,parental CTC,n/a,yes,NA,NA,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896890,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx68_parental_CTC_Rep1,GSM3089871,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,culture,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","parental CTC, X68H","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089871_68H_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089871/suppl/GSM3089871_68H_peaks.narrowPeak.gz,ATAC-seq_Brx68_parental_CTC_Rep1,890374,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx68,parental CTC,n/a,yes,NA,NA,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896889,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx68_parental_CTC_disso_Rep4,GSM3089872,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,culture,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","parental CTC undergone dissociation protocol, X68HD.R3","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089872_68HD.R3_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089872/suppl/GSM3089872_68HD.R3_peaks.narrowPeak.gz,ATAC-seq_Brx68_parental_CTC_disso_Rep4,1560217,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx68,parental CTC undergone dissociation protocol,n/a,yes,bonedisso,NA,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896888,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx68_parental_CTC_disso_Rep5,GSM3089873,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,culture,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","parental CTC undergone dissociation protocol, X68HD.R4","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089873_68HD.R4_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089873/suppl/GSM3089873_68HD.R4_peaks.narrowPeak.gz,ATAC-seq_Brx68_parental_CTC_disso_Rep5,1321546,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx68,parental CTC undergone dissociation protocol,n/a,yes,bonedisso,NA,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896887,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx68_parental_CTC_Rep2,GSM3089874,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,culture,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","parental CTC, X68HR","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089874_68HR_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089874/suppl/GSM3089874_68HR_peaks.narrowPeak.gz,ATAC-seq_Brx68_parental_CTC_Rep2,1206428,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx68,parental CTC,n/a,yes,NA,NA,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896886,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx68_bone_mets_21_1,GSM3089875,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,bone,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","metastatic sample, X68bone.21.1","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089875_68bone.21.1_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089875/suppl/GSM3089875_68bone.21.1_peaks.narrowPeak.gz,ATAC-seq_Brx68_bone_mets_21_1,444909,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx68,metastatic sample,bone,yes,bonedisso,1,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896885,https://www.ncbi.nlm.nih.gov/sra?term
GSE112852,ATAC-seq_Brx68_bone_mets_22_1,GSM3089876,Public on Oct 14 2019,Apr 09 2018,Oct 16 2019,SRA,1,bone,Homo sapiens,9606,"CTC lines were cultured in ultra-low attachment plates with RPMI 1640 medium, supplemented with EGF (20ng/ml), bFGF (20ng/ml), 1X B27 and 1X antibiotic/antimycotic, in 4% O2 and 5% CO2. Metastatic tumors were established by inoculation of 100,000 GFP-LUC labeled CTCs in 100 µl of PBS into the left cardiac ventricles of 6-8 weeks old female NSG mice supplemented with subcutaneous slow release estrogen pills. Metastatic lesions were further dissociated into single-cell suspension by automated dissociation. CTC-derived metastatic cells (GFP+ cells) were sorted for ATAC sequencing.",genomic DNA,"Nuclei preparation was generated by resuspension of 25,000 or 50,000 sorted cells in nonionic lysis buffer (10 mM Tris pH7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% (v/v) Igepal CA630)., Transposition reaction was performed by using the Tn5 transposase (Nextera kit) at 37ºC for 30 minutes. Transposed DNA was further amplified by PCR, and the generated libraries were purified using Agencourt AMPure XP (Beckman Coulter). Library quality was controlled by using a Bioanalyzer high-sensitivity DNA analysis kit (Agilent)","metastatic sample, X68bone.22.1","Sequencing reads were trimmed for Nextera adapter sequences with trimgalore and mapped to hg19 reference using Bowtie2 v2.2.8 with parameters -X 2000 –fr –no-discordant –no-mixed –minins 38. Only non-mitochondrial reads with a minimum mapping quality score (>, Duplicate reads were removed using Picard. All mapped reads were offset by +4 bp for the positive strand and -5 bp for the negative strand., Accessible sites were identified for each sample using MACS2 with parameters -q 0.01 –shift -100 –extsize 200 –nomodel –nolambda. Peaks intersecting with the ENCODE blacklisted regions were removed., Peaks across conditions were merged using BEDtools to obtain a union set, and reads aligning to this set were counted using featurecounts",GPL18573,"Min,,Yu","USC Norris Comprehensive Cancer Center, Keck School of Medicine",University of Southern California,"1450 Biggy Street, NRT 3507",Los Angeles,CA,90033,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE112852, GSE112856",0,GSM3089876_68bone.22.1_peaks.narrowPeak.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3089nnn/GSM3089876/suppl/GSM3089876_68bone.22.1_peaks.narrowPeak.gz,ATAC-seq_Brx68_bone_mets_22_1,760331,NARROWPEAK,hg19,"bed files of MACS2 peaks, bigwig files,raw counts table",Brx68,metastatic sample,bone,no,bonedisso,1,https://www.ncbi.nlm.nih.gov/biosample/SAMN08896884,https://www.ncbi.nlm.nih.gov/sra?term
