GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_description,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_department,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,source type,Genome_build,BioSample,source_type,chip antibody,Supplementary_files_format_and_content,SRA
GSE94278,FLI1 ChIP-seq in MSC4 infected with BAF47FLI1,GSM2472113,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC4,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC4.BAF47FLI1.FLI1,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472113_MSC4.BAF47FLI1.FLI1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472113/suppl/GSM2472113_MSC4.BAF47FLI1.FLI1.bw,FLI1 ChIP-seq in MSC4 infected with BAF47FLI1,203315294,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281735,primary tissue,FLI1 (ABCAM #ab15289),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,H3K27ac ChIP-seq in MSC4 infected with BAF47FLI1,GSM2472114,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC4,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC4.BAF47FLI1.H3K27ac,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472114_MSC4.BAF47FLI1.H3K27ac.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472114/suppl/GSM2472114_MSC4.BAF47FLI1.H3K27ac.bw,H3K27ac ChIP-seq in MSC4 infected with BAF47FLI1,151300308,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281734,primary tissue,H3K27ac (Active Motif #39133),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,INPUT library in MSC4 infected with BAF47FLI1,GSM2472115,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC4,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC4.BAF47FLI1.INPUT,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472115_MSC4.BAF47FLI1.INPUT.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472115/suppl/GSM2472115_MSC4.BAF47FLI1.INPUT.bw,INPUT library in MSC4 infected with BAF47FLI1,422973704,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281733,primary tissue,none,"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,FLI1 ChIP-seq in MSC4 infected with control,GSM2472116,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC4,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC4.control.FLI1,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472116_MSC4.control.FLI1.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472116/suppl/GSM2472116_MSC4.control.FLI1.bw,FLI1 ChIP-seq in MSC4 infected with control,121152592,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281732,primary tissue,FLI1 (ABCAM #ab15289),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,H3K27ac ChIP-seq in MSC4 infected with control,GSM2472117,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC4,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC4.control.H3K27ac,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472117_MSC4.control.H3K27ac.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472117/suppl/GSM2472117_MSC4.control.H3K27ac.bw,H3K27ac ChIP-seq in MSC4 infected with control,186924947,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281730,primary tissue,H3K27ac (Active Motif #39133),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,INPUT library in MSC4 infected with control,GSM2472118,Public on Aug 24 2017,Jan 30 2017,Aug 25 2017,SRA,1,MSC4,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",MSC4.control.INPUT,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472118_MSC4.control.INPUT.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472118/suppl/GSM2472118_MSC4.control.INPUT.bw,INPUT library in MSC4 infected with control,438721229,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281729,primary tissue,none,"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",
GSE94278,SMARCA2 ChIP-seq in SKNMC cell line infected with shEWSFLI1,GSM2472119,Public on Aug 24 2017,Jan 30 2017,May 15 2019,SRA,1,SKNMC,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",SK.shEWSFLI1.SMARCA2,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472119_SK.shEWSFLI1.SMARCA2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472119/suppl/GSM2472119_SK.shEWSFLI1.SMARCA2.bw,SMARCA2 ChIP-seq in SKNMC cell line infected with shEWSFLI1,394015740,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281728,cell line,SMARCA2 (Active Motif #39805),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",https://www.ncbi.nlm.nih.gov/sra?term
GSE94278,SMARCA2 ChIP-seq in SKNMC cell line infected with shGFP,GSM2472120,Public on Aug 24 2017,Jan 30 2017,May 15 2019,SRA,1,SKNMC,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",SK.shGFP.SMARCA2,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472120_SK.shGFP.SMARCA2.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472120/suppl/GSM2472120_SK.shGFP.SMARCA2.bw,SMARCA2 ChIP-seq in SKNMC cell line infected with shGFP,292278887,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281727,cell line,SMARCA2 (Active Motif #39805),"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",https://www.ncbi.nlm.nih.gov/sra?term
GSE94278,BAF155 ChIP-seq in SKNMC cell line,GSM2472121,Public on Aug 24 2017,Jan 30 2017,May 15 2019,SRA,1,SKNMC,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",SKNMC.BAF155,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472121_SKNMC.BAF155.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472121/suppl/GSM2472121_SKNMC.BAF155.bw,BAF155 ChIP-seq in SKNMC cell line,500714079,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281725,cell line,BAF155 (generated in-house epitope,"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",https://www.ncbi.nlm.nih.gov/sra?term
GSE94278,BAF155 ChIP-seq in SKNMC cell line infected with shEWSFLI1,GSM2472122,Public on Aug 24 2017,Jan 30 2017,May 15 2019,SRA,1,SKNMC,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",SKNMC.shEWSFLI1.BAF155,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472122_SKNMC.shEWSFLI1.BAF155.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472122/suppl/GSM2472122_SKNMC.shEWSFLI1.BAF155.bw,BAF155 ChIP-seq in SKNMC cell line infected with shEWSFLI1,445160624,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281731,cell line,BAF155 (generated in-house epitope,"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",https://www.ncbi.nlm.nih.gov/sra?term
GSE94278,BAF155 ChIP-seq in SKNMC cell line infected with shGFP,GSM2472123,Public on Aug 24 2017,Jan 30 2017,May 15 2019,SRA,1,SKNMC,Homo sapiens,9606,genomic DNA,"Chromatin from formaldehyde-fixed cells (2-5 x 10^6 cells per epitope) was fragmented to a size range of 200 - 700 bases with a Branson 250 Sonifier. Solubilized chromatin was immunoprecipitated with the indicated antibodies and Protein G-Dynabeads (Life Technologies). Immunoprecipitated DNA was extracted with AMP Pure beads(Beckman Coulter) after crosslink reversal, RNAse A and Proteinase K treatment., ChIP DNA samples were used to generate Illumina sequencing libraries following standard protocols.",SKNMC.shGFP.BAF155,"Reads were aligned to hg19 using bwa (Li and Durbin, 2009). Aligned reads were then filtered to exclude PCR duplicates.",GPL18573,"Sowmya,,Iyer",sowmya.iyer@mgh.harvard.edu,Pathology,Massachusetts General Hospital,149 13th St,Boston,MA,02129,USA,Illumina NextSeq 500,ChIP,genomic,ChIP-Seq,"GSE94275, GSE94278",0,GSM2472123_SKNMC.shGFP.BAF155.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2472nnn/GSM2472123/suppl/GSM2472123_SKNMC.shGFP.BAF155.bw,BAF155 ChIP-seq in SKNMC cell line infected with shGFP,498981029,BW,,hg19,https://www.ncbi.nlm.nih.gov/biosample/SAMN06281726,cell line,BAF155 (generated in-house epitope,"Aligned reads were extended to 200 bp to approximate fragment sizes. Density maps were generated by counting the number of fragments overlapping each position using igvtools, and normalized to 10 million reads.",https://www.ncbi.nlm.nih.gov/sra?term
