GSE,Sample_title,Sample_geo_accession,Sample_status,Sample_submission_date,Sample_last_update_date,Sample_type,Sample_channel_count,Sample_source_name_ch1,Sample_organism_ch1,Sample_taxid_ch1,Sample_treatment_protocol_ch1,Sample_growth_protocol_ch1,Sample_molecule_ch1,Sample_extract_protocol_ch1,Sample_data_processing,Sample_platform_id,Sample_contact_name,Sample_contact_email,Sample_contact_institute,Sample_contact_address,Sample_contact_city,Sample_contact_state,Sample_contact_zip/postal_code,Sample_contact_country,Sample_instrument_model,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_series_id,Sample_data_row_count,file,file_url,sample_name,file_size,type,BioSample,SRA,cell line,chip antibody,treatment,Library strategy,Genome_build,Supplementary_files_format_and_content
GSE74180,4a: ALDH_High_DMSO_OCSA ATAC-seq,GSM2692568,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692568_4a_ALDH_High_DMSO_OCSA.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692568/suppl/GSM2692568_4a_ALDH_High_DMSO_OCSA.bw,4a: ALDH_High_DMSO_OCSA ATAC-seq,100665889,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312224,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,12 hour DMSO,,hg19,BED 
GSE74180,4a: ALDH_High_DMSO_OCSA ATAC-seq,GSM2692568,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692568_4a_ALDH_High_DMSO_OCSA_peaks.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692568/suppl/GSM2692568_4a_ALDH_High_DMSO_OCSA_peaks.bed.gz,4a: ALDH_High_DMSO_OCSA ATAC-seq,490322,BED,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312224,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,12 hour DMSO,,hg19,BED 
GSE74180,4b: ALDH_High_DMSO_OCSA ATAC-seq,GSM2692569,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692569_4b_ALDH_High_DMSO_OCSA.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692569/suppl/GSM2692569_4b_ALDH_High_DMSO_OCSA.bw,4b: ALDH_High_DMSO_OCSA ATAC-seq,102401466,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312223,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,12 hour DMSO,,hg19,BED 
GSE74180,4b: ALDH_High_DMSO_OCSA ATAC-seq,GSM2692569,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692569_4b_ALDH_High_DMSO_OCSA_peaks.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692569/suppl/GSM2692569_4b_ALDH_High_DMSO_OCSA_peaks.bed.gz,4b: ALDH_High_DMSO_OCSA ATAC-seq,453381,BED,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312223,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,12 hour DMSO,,hg19,BED 
GSE74180,4c: ALDH_High_DMSO_OCSA ATAC-seq,GSM2692570,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692570_4c_ALDH_High_DMSO_OCSA.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692570/suppl/GSM2692570_4c_ALDH_High_DMSO_OCSA.bw,4c: ALDH_High_DMSO_OCSA ATAC-seq,102441863,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312222,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,12 hour DMSO,,hg19,BED 
GSE74180,4c: ALDH_High_DMSO_OCSA ATAC-seq,GSM2692570,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692570_4c_ALDH_High_DMSO_OCSA_peaks.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692570/suppl/GSM2692570_4c_ALDH_High_DMSO_OCSA_peaks.bed.gz,4c: ALDH_High_DMSO_OCSA ATAC-seq,455201,BED,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312222,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,12 hour DMSO,,hg19,BED 
GSE74180,5a: ALDH_Low_Erl_OCSA ATAC-seq,GSM2692571,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692571_5a_ALDH_Low_Erl_OCSA.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692571/suppl/GSM2692571_5a_ALDH_Low_Erl_OCSA.bw,5a: ALDH_Low_Erl_OCSA ATAC-seq,96387172,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312221,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,12 hour 1 μM erlotinib,,hg19,BED 
GSE74180,5a: ALDH_Low_Erl_OCSA ATAC-seq,GSM2692571,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692571_5a_ALDH_Low_Erl_OCSA_peaks.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692571/suppl/GSM2692571_5a_ALDH_Low_Erl_OCSA_peaks.bed.gz,5a: ALDH_Low_Erl_OCSA ATAC-seq,608335,BED,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312221,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,12 hour 1 μM erlotinib,,hg19,BED 
GSE74180,5b: ALDH_Low_Erl_OCSA ATAC-seq,GSM2692572,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692572_5b_ALDH_Low_Erl_OCSA.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692572/suppl/GSM2692572_5b_ALDH_Low_Erl_OCSA.bw,5b: ALDH_Low_Erl_OCSA ATAC-seq,98229575,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312220,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,12 hour 1 μM erlotinib,,hg19,BED 
GSE74180,5b: ALDH_Low_Erl_OCSA ATAC-seq,GSM2692572,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692572_5b_ALDH_Low_Erl_OCSA_peaks.bed.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692572/suppl/GSM2692572_5b_ALDH_Low_Erl_OCSA_peaks.bed.gz,5b: ALDH_Low_Erl_OCSA ATAC-seq,545391,BED,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312220,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,12 hour 1 μM erlotinib,,hg19,BED 
GSE74180,5c: ALDH_Low_Erl_OCSA ATAC-seq,GSM2692573,Public on Jul 03 2017,Jul 03 2017,May 15 2019,SRA,1,NSCLC,Homo sapiens,9606,"To generate DTPs, PC9 cells were treated with 1 μM erlotinib for 8 days. Media was replaced with fresh media supplemented with erlotinib every 3 days. Cells that survive the 8 day-treatment were considered DTPs. ALDH_High and ALDH_Low samples were obtained from PC9 cells treated with DMSO or 1 μM erlotinib erlotinib for 12 hours as indicated prior to aldefluor sorting by FACS.",PC9 cells were cultured at 37 °C with 5% CO2 in RPMI-1640 (Invitrogen) supplemented with 10% FBS (HyClone).,genomic DNA,"Prior to the assay, cells were cryopreserved in culture media containing 5% DMSO. The cells were then thawed in a 37C water bath, pelleted at 500g for 5 min at 4C, washed with cold PBS, and tagmented as previously described (Buenrostro et al. 2013) with some modifications., Cell pellets were resuspended in lysis buffer (10 mM Tris-HCl, pH 7.4, 10 mM NaCl, 3 mM MgCl2, 0.1% IGEPAL CA-630), pelleted at 500g for 10 min at 4C, and tagmented using the enzyme and buffer provided in the Nextera Library Prep Kit (Illumina). Tagmented DNA was then purified using the MinElute PCR purification kit (Qiagen), amplified with 10 cycles of PCR, and purified using Agencourt AMPure XP beads (Beckman Coulter).","Sequencing reads were aligned to human genome build hg19 using BWA with the MEM mode. Aligned reads mapped to mitochondria genome, aligned reads with no proper pairs, low mapping quality and duplicates, supplementary alignments were further removed for downstream analysis., For comparative analysis, the number of usable reads for each sample were normalized to the smallest number of usable reads among all samples under comparison., Usable reads of all triplicates were combined for each experimental condition after normalization of read counts for downstream analysis., All peaks were detected using MACS 1.4.2 with p-value 1e-7 and nomodel option. Peak filtering was performed by removing false peaks in the ENCODE blacklist.",GPL18573,"Suchit,,Jhunjhunwala",suchitj@gene.com,Genentech,"1 DNA Way, MS-444A",South San Francisco,CA,94080,USA,Illumina NextSeq 500,other,genomic,ATAC-seq,"GSE74180, GSE100750",0,GSM2692573_5c_ALDH_Low_Erl_OCSA.bw,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2692nnn/GSM2692573/suppl/GSM2692573_5c_ALDH_Low_Erl_OCSA.bw,5c: ALDH_Low_Erl_OCSA ATAC-seq,101212872,BW,https://www.ncbi.nlm.nih.gov/biosample/SAMN07312219,https://www.ncbi.nlm.nih.gov/sra?term,PC9,,12 hour 1 μM erlotinib,,hg19,BED 
